name:en_aa,name:en_var,type_var,2014
Chile,Value chains by clean energy sector,ind,0.178
Chile,Distributed clean energy value chains by sector,ind,0.0
Chile,Clean energy service providers,ind,0.112
Chile,Distributed clean energy service providers,ind,0.0
Chile,GHG management,param,3.479
Chile,Carbon offsets historical activity,ind,0.15
Chile,CDM risk,ind,0.05
Chile,Carbon offsets future potential,ind,0.021
Chile,GHG emissions reduction target,ind,0.056
Chile,GHG country registry,ind,0.056
Chile,GHG market-based instruments,ind,0.019
Chile,PMR & NAMA,ind,0.056
Chile,Voluntary GHG reporting by corporates,ind,0.011
Chile,Investor pressure – PRI signatories,ind,0.002
Chile,Corporate energy efficiency initiatives,ind,0.013
Chile,Corporate emission reduction policies,ind,0.013
Chile,Capacity building – env. business training,ind,0.038
Chile,Capacity building – think tanks,ind,0.038
Cameroon,Score,score,0.693
Cameroon,Enabling framework,param,0.734
Cameroon,Clean energy policies,ind,0.031
Cameroon,Power sector structure,ind,0.033
Cameroon,Distributed energy regulatory framework,ind,0.062
Cameroon,Clean energy rural electrification,ind,0.04
Cameroon,Energy access policies,ind,0.055
Cameroon,Policy barriers,ind,0.003
Cameroon,Clean energy installed capacity,ind,0.0
Cameroon,Growth rate of installed capacity,ind,0.0
Cameroon,Clean energy electricity generation,ind,0.0
Cameroon,Growth rate of electricity generation,ind,0.0
Cameroon,Biofuels production,ind,0.0
Cameroon,Growth rate biofuels production,ind,0.0
Cameroon,Average electricity spot prices,ind,0.0
Cameroon,Average retail electricity prices,ind,0.018
Cameroon,Average residential electricity prices,ind,0.0
Cameroon,Average commercial electricity prices,ind,0.0
Cameroon,Average industrial electricity prices,ind,0.0
Cameroon,Average kerosene prices,ind,0.017
Cameroon,Average diesel prices,ind,0.015
Cameroon,Growth rate of power demand,ind,0.0
Cameroon,Electrification rate,ind,0.004
Cameroon,Population using solid fuels for cooking,ind,0.016
Cameroon,Financing and Investments,param,0.275
Cameroon,Clean energy investments,ind,0.005
Cameroon,Growth rate of clean energy investments,ind,0.0
Cameroon,Asset finance investments,ind,0.0
Cameroon,Corporate finance investments,ind,0.0
Cameroon,VC/PE investments,ind,0.0
Cameroon,"Loans, grants, grant programs",ind,0.0
Cameroon,Local investments,ind,0.0
Cameroon,Number of Green MFI,ind,0.001
Cameroon,Green micro-loans,ind,0.0
Cameroon,Green micro-borrowers,ind,0.0
Cameroon,Average cost of green micro debt,ind,0.004
Cameroon,Average cost of debt,ind,0.072
Cameroon,Swap rate,ind,0.0
Cameroon,Value chains,param,0.915
Cameroon,Financial institutions in clean energy,ind,0.03
Cameroon,Value chains by clean energy sector,ind,0.012
Cameroon,Distributed clean energy value chains by sector,ind,0.038
Cameroon,Clean energy service providers,ind,0.015
Cameroon,Distributed clean energy service providers,ind,0.043
Cameroon,GHG management,param,0.884
Cameroon,Carbon offsets historical activity,ind,0.038
Cameroon,CDM risk,ind,0.075
Cameroon,Carbon offsets future potential,ind,0.02
Cameroon,GHG emissions reduction target,ind,0.0
Cameroon,GHG country registry,ind,0.0
Cameroon,GHG market-based instruments,ind,0.0
Cameroon,PMR & NAMA,ind,0.0
Cameroon,Voluntary GHG reporting by corporates,ind,0.0
Cameroon,Investor pressure – PRI signatories,ind,0.0
Cameroon,Corporate energy efficiency initiatives,ind,0.0
Cameroon,Corporate emission reduction policies,ind,0.0
Cameroon,Capacity building – env. business training,ind,0.0
Cameroon,Capacity building – think tanks,ind,0.0
China,Score,score,2.23
China,Enabling framework,param,1.568
China,Clean energy policies,ind,0.26
China,Power sector structure,ind,0.142
China,Distributed energy regulatory framework,ind,0.0
China,Clean energy rural electrification,ind,0.04
China,Energy access policies,ind,0.0
China,Policy barriers,ind,0.004
China,Clean energy installed capacity,ind,0.039
China,Growth rate of installed capacity,ind,0.0
China,Clean energy electricity generation,ind,0.013
China,Growth rate of electricity generation,ind,0.005
China,Biofuels production,ind,0.002
China,Growth rate biofuels production,ind,0.04
China,Average electricity spot prices,ind,0.026
China,Average retail electricity prices,ind,0.017
China,Average residential electricity prices,ind,0.0
China,Average commercial electricity prices,ind,0.0
China,Average industrial electricity prices,ind,0.0
China,Average kerosene prices,ind,0.0
China,Average diesel prices,ind,0.0
China,Growth rate of power demand,ind,0.036
China,Electrification rate,ind,0.002
China,Population using solid fuels for cooking,ind,0.0
China,Financing and Investments,param,1.292
China,Clean energy investments,ind,0.035
China,Growth rate of clean energy investments,ind,0.052
China,Asset finance investments,ind,0.0
China,Corporate finance investments,ind,0.0
China,VC/PE investments,ind,0.0
China,"Loans, grants, grant programs",ind,0.001
China,Local investments,ind,0.097
China,Number of Green MFI,ind,0.0
China,Green micro-loans,ind,0.0
China,Green micro-borrowers,ind,0.0
China,Average cost of green micro debt,ind,0.004
China,Average cost of debt,ind,0.09
China,Swap rate,ind,0.108
China,Value chains,param,5.0
China,Financial institutions in clean energy,ind,0.188
China,Value chains by clean energy sector,ind,0.375
China,Distributed clean energy value chains by sector,ind,0.0
China,Clean energy service providers,ind,0.188
China,Distributed clean energy service providers,ind,0.0
China,GHG management,param,3.123
China,Carbon offsets historical activity,ind,0.075
China,CDM risk,ind,0.062
China,Carbon offsets future potential,ind,0.019
China,GHG emissions reduction target,ind,0.075
China,GHG country registry,ind,0.056
China,GHG market-based instruments,ind,0.0
China,PMR & NAMA,ind,0.028
China,Voluntary GHG reporting by corporates,ind,0.002
China,Investor pressure – PRI signatories,ind,0.001
China,Corporate energy efficiency initiatives,ind,0.038
China,Corporate emission reduction policies,ind,0.038
China,Capacity building – env. business training,ind,0.038
China,Capacity building – think tanks,ind,0.038
Hebei,Score,score,1.399
Hebei,Enabling framework,param,1.445
Hebei,Clean energy policies,ind,0.26
Hebei,Power sector structure,ind,0.072
Hebei,Distributed energy regulatory framework,ind,0.0
Hebei,Clean energy rural electrification,ind,0.04
Hebei,Energy access policies,ind,0.0
Hebei,Policy barriers,ind,0.004
Hebei,Clean energy installed capacity,ind,0.051
Hebei,Growth rate of installed capacity,ind,0.0
Hebei,Clean energy electricity generation,ind,0.012
Hebei,Growth rate of electricity generation,ind,0.078
Hebei,Biofuels production,ind,0.0
Hebei,Growth rate biofuels production,ind,0.0
Hebei,Average electricity spot prices,ind,0.026
Hebei,Average retail electricity prices,ind,0.019
Hebei,Average residential electricity prices,ind,0.0
Hebei,Average commercial electricity prices,ind,0.0
Hebei,Average industrial electricity prices,ind,0.0
Hebei,Average kerosene prices,ind,0.0
Hebei,Average diesel prices,ind,0.0
Hebei,Growth rate of power demand,ind,0.013
Hebei,Electrification rate,ind,0.002
Hebei,Population using solid fuels for cooking,ind,0.0
Hebei,Financing and Investments,param,0.894
Hebei,Clean energy investments,ind,0.038
Hebei,Growth rate of clean energy investments,ind,0.032
Hebei,Asset finance investments,ind,0.0
Hebei,Corporate finance investments,ind,0.0
Hebei,VC/PE investments,ind,0.0
Hebei,"Loans, grants, grant programs",ind,0.0
Hebei,Local investments,ind,0.0
Hebei,Number of Green MFI,ind,0.0
Hebei,Green micro-loans,ind,0.0
Hebei,Green micro-borrowers,ind,0.0
Hebei,Average cost of green micro debt,ind,0.0
Hebei,Average cost of debt,ind,0.09
Hebei,Swap rate,ind,0.108
Hebei,Value chains,param,1.678
Hebei,Financial institutions in clean energy,ind,0.075
Hebei,Value chains by clean energy sector,ind,0.158
Hebei,Distributed clean energy value chains by sector,ind,0.0
Hebei,Clean energy service providers,ind,0.019
Hebei,Distributed clean energy service providers,ind,0.0
Hebei,GHG management,param,2.037
Hebei,Carbon offsets historical activity,ind,0.075
Hebei,CDM risk,ind,0.05
Hebei,Carbon offsets future potential,ind,0.0
Hebei,GHG emissions reduction target,ind,0.0
Hebei,GHG country registry,ind,0.0
Hebei,GHG market-based instruments,ind,0.0
Hebei,PMR & NAMA,ind,0.028
Hebei,Voluntary GHG reporting by corporates,ind,0.002
Hebei,Investor pressure – PRI signatories,ind,0.001
Hebei,Corporate energy efficiency initiatives,ind,0.038
Hebei,Corporate emission reduction policies,ind,0.038
Hebei,Capacity building – env. business training,ind,0.038
Hebei,Capacity building – think tanks,ind,0.038
Nei Mongol,Score,score,1.495
Nei Mongol,Enabling framework,param,1.351
Nei Mongol,Clean energy policies,ind,0.26
Nei Mongol,Power sector structure,ind,0.072
Nei Mongol,Distributed energy regulatory framework,ind,0.0
Nei Mongol,Clean energy rural electrification,ind,0.04
Nei Mongol,Energy access policies,ind,0.0
Nei Mongol,Policy barriers,ind,0.004
Nei Mongol,Clean energy installed capacity,ind,0.069
Nei Mongol,Growth rate of installed capacity,ind,0.0
Nei Mongol,Clean energy electricity generation,ind,0.015
Nei Mongol,Growth rate of electricity generation,ind,0.043
Nei Mongol,Biofuels production,ind,0.0
Nei Mongol,Growth rate biofuels production,ind,0.0
Nei Mongol,Average electricity spot prices,ind,0.02
Nei Mongol,Average retail electricity prices,ind,0.015
Nei Mongol,Average residential electricity prices,ind,0.0
Nei Mongol,Average commercial electricity prices,ind,0.0
Nei Mongol,Average industrial electricity prices,ind,0.0
Nei Mongol,Average kerosene prices,ind,0.0
Nei Mongol,Average diesel prices,ind,0.0
Nei Mongol,Growth rate of power demand,ind,0.0
Nei Mongol,Electrification rate,ind,0.002
Nei Mongol,Population using solid fuels for cooking,ind,0.0
Nei Mongol,Financing and Investments,param,1.294
Nei Mongol,Clean energy investments,ind,0.155
Nei Mongol,Growth rate of clean energy investments,ind,0.035
Nei Mongol,Asset finance investments,ind,0.0
Nei Mongol,Corporate finance investments,ind,0.0
Nei Mongol,VC/PE investments,ind,0.0
Nei Mongol,"Loans, grants, grant programs",ind,0.0
Nei Mongol,Local investments,ind,0.0
Nei Mongol,Number of Green MFI,ind,0.0
Nei Mongol,Green micro-loans,ind,0.0
Nei Mongol,Green micro-borrowers,ind,0.0
Nei Mongol,Average cost of green micro debt,ind,0.0
Nei Mongol,Average cost of debt,ind,0.09
Nei Mongol,Swap rate,ind,0.108
Nei Mongol,Value chains,param,1.359
Nei Mongol,Financial institutions in clean energy,ind,0.038
Nei Mongol,Value chains by clean energy sector,ind,0.138
Nei Mongol,Distributed clean energy value chains by sector,ind,0.0
Nei Mongol,Clean energy service providers,ind,0.028
Nei Mongol,Distributed clean energy service providers,ind,0.0
Nei Mongol,GHG management,param,2.454
Nei Mongol,Carbon offsets historical activity,ind,0.15
Nei Mongol,CDM risk,ind,0.075
Nei Mongol,Carbon offsets future potential,ind,0.0
Nei Mongol,GHG emissions reduction target,ind,0.0
Nei Mongol,GHG country registry,ind,0.0
Nei Mongol,GHG market-based instruments,ind,0.0
Nei Mongol,PMR & NAMA,ind,0.028
Nei Mongol,Voluntary GHG reporting by corporates,ind,0.002
Nei Mongol,Investor pressure – PRI signatories,ind,0.001
Nei Mongol,Corporate energy efficiency initiatives,ind,0.038
Nei Mongol,Corporate emission reduction policies,ind,0.038
Nei Mongol,Capacity building – env. business training,ind,0.038
Nei Mongol,Capacity building – think tanks,ind,0.0
Jilin,Score,score,1.244
Jilin,Enabling framework,param,1.289
Jilin,Clean energy policies,ind,0.26
Jilin,Power sector structure,ind,0.072
Jilin,Distributed energy regulatory framework,ind,0.0
Jilin,Clean energy rural electrification,ind,0.04
Jilin,Energy access policies,ind,0.0
Jilin,Policy barriers,ind,0.004
Jilin,Clean energy installed capacity,ind,0.055
Jilin,Growth rate of installed capacity,ind,0.0
Jilin,Clean energy electricity generation,ind,0.018
Jilin,Growth rate of electricity generation,ind,0.02
Jilin,Biofuels production,ind,0.0
Jilin,Growth rate biofuels production,ind,0.0
Jilin,Average electricity spot prices,ind,0.025
Jilin,Average retail electricity prices,ind,0.018
Jilin,Average residential electricity prices,ind,0.0
Jilin,Average commercial electricity prices,ind,0.0
Jilin,Average industrial electricity prices,ind,0.0
Jilin,Average kerosene prices,ind,0.0
Jilin,Average diesel prices,ind,0.0
Jilin,Growth rate of power demand,ind,0.0
Jilin,Electrification rate,ind,0.002
Jilin,Population using solid fuels for cooking,ind,0.0
Jilin,Financing and Investments,param,0.825
Jilin,Clean energy investments,ind,0.044
Jilin,Growth rate of clean energy investments,ind,0.005
Jilin,Asset finance investments,ind,0.0
Jilin,Corporate finance investments,ind,0.0
Jilin,VC/PE investments,ind,0.0
Jilin,"Loans, grants, grant programs",ind,0.0
Jilin,Local investments,ind,0.0
Jilin,Number of Green MFI,ind,0.0
Jilin,Green micro-loans,ind,0.0
Jilin,Green micro-borrowers,ind,0.0
Jilin,Average cost of green micro debt,ind,0.0
Jilin,Average cost of debt,ind,0.09
Jilin,Swap rate,ind,0.108
Jilin,Value chains,param,1.036
Jilin,Financial institutions in clean energy,ind,0.038
Jilin,Value chains by clean energy sector,ind,0.109
Jilin,Distributed clean energy value chains by sector,ind,0.0
Jilin,Clean energy service providers,ind,0.009
Jilin,Distributed clean energy service providers,ind,0.0
Jilin,GHG management,param,2.204
Jilin,Carbon offsets historical activity,ind,0.075
Jilin,CDM risk,ind,0.075
Jilin,Carbon offsets future potential,ind,0.0
Jilin,GHG emissions reduction target,ind,0.0
Jilin,GHG country registry,ind,0.0
Jilin,GHG market-based instruments,ind,0.0
Jilin,PMR & NAMA,ind,0.028
Jilin,Voluntary GHG reporting by corporates,ind,0.002
Jilin,Investor pressure – PRI signatories,ind,0.001
Jilin,Corporate energy efficiency initiatives,ind,0.038
Jilin,Corporate emission reduction policies,ind,0.038
Jilin,Capacity building – env. business training,ind,0.038
Jilin,Capacity building – think tanks,ind,0.038
Heilongjiang,Score,score,1.252
Heilongjiang,Enabling framework,param,1.32
Heilongjiang,Clean energy policies,ind,0.26
Heilongjiang,Power sector structure,ind,0.072
Heilongjiang,Distributed energy regulatory framework,ind,0.0
Heilongjiang,Clean energy rural electrification,ind,0.04
Heilongjiang,Energy access policies,ind,0.0
Heilongjiang,Policy barriers,ind,0.004
Heilongjiang,Clean energy installed capacity,ind,0.063
Heilongjiang,Growth rate of installed capacity,ind,0.0
Heilongjiang,Clean energy electricity generation,ind,0.018
Heilongjiang,Growth rate of electricity generation,ind,0.021
Heilongjiang,Biofuels production,ind,0.0
Heilongjiang,Growth rate biofuels production,ind,0.0
Heilongjiang,Average electricity spot prices,ind,0.025
Heilongjiang,Average retail electricity prices,ind,0.017
Heilongjiang,Average residential electricity prices,ind,0.0
Heilongjiang,Average commercial electricity prices,ind,0.0
Heilongjiang,Average industrial electricity prices,ind,0.0
Heilongjiang,Average kerosene prices,ind,0.0
Heilongjiang,Average diesel prices,ind,0.0
Heilongjiang,Growth rate of power demand,ind,0.006
Heilongjiang,Electrification rate,ind,0.002
Heilongjiang,Population using solid fuels for cooking,ind,0.0
Heilongjiang,Financing and Investments,param,0.903
Heilongjiang,Clean energy investments,ind,0.047
Heilongjiang,Growth rate of clean energy investments,ind,0.026
Heilongjiang,Asset finance investments,ind,0.0
Heilongjiang,Corporate finance investments,ind,0.0
Heilongjiang,VC/PE investments,ind,0.0
Heilongjiang,"Loans, grants, grant programs",ind,0.0
Heilongjiang,Local investments,ind,0.0
Heilongjiang,Number of Green MFI,ind,0.0
Heilongjiang,Green micro-loans,ind,0.0
Heilongjiang,Green micro-borrowers,ind,0.0
Heilongjiang,Average cost of green micro debt,ind,0.0
Heilongjiang,Average cost of debt,ind,0.09
Heilongjiang,Swap rate,ind,0.108
Heilongjiang,Value chains,param,1.349
Heilongjiang,Financial institutions in clean energy,ind,0.075
Heilongjiang,Value chains by clean energy sector,ind,0.109
